  0 4.682e+00 4.682e+00 4.682e+00 4.682e+00 4.682e+00
  1 4.681e+00 5.305e+00 5.502e+00 4.676e+00 1.170e+01
  2 5.265e+00 5.193e+00 5.622e+00 4.672e+00 1.332e+01
  3 1.755e+01 8.014e+00 6.081e+00 4.674e+00 1.465e+01
  4 1.849e+01 1.001e+01 6.510e+00 4.675e+00 2.436e+01
  5 1.573e+01 1.093e+01 6.561e+00 4.673e+00 2.313e+01
  6 1.358e+01 9.845e+00 6.757e+00 4.671e+00 2.291e+01
  7 1.054e+01 7.969e+00 7.948e+00 4.671e+00 3.283e+01
  8 7.290e+00 5.930e+00 8.217e+00 4.673e+00 4.345e+01
  9 4.527e+00 4.578e+00 8.193e+00 4.672e+00 4.319e+01
 10 2.074e+00 3.303e+00 8.335e+00 4.671e+00 4.781e+01
 11 1.184e+00 2.185e+00 8.407e+00 4.671e+00 4.779e+01
 12 7.589e-01 1.410e+00 8.444e+00 4.670e+00 4.776e+01
 13 4.650e-01 9.195e-01 9.494e+00 4.670e+00 4.773e+01
 14 2.809e-01 6.437e-01 9.535e+00 4.670e+00 4.765e+01
 15 1.858e-01 4.674e-01 9.944e+00 4.650e+00 4.759e+01
 16 1.207e-01 2.829e-01 1.008e+01 4.668e+00 4.751e+01
 17 6.886e-02 2.136e-01 1.008e+01 4.668e+00 4.781e+01
 18 4.896e-02 1.579e-01 1.010e+01 4.666e+00 4.778e+01
 19 3.219e-02 1.116e-01 1.011e+01 4.663e+00 4.776e+01
 20 2.344e-02 7.735e-02 1.017e+01 4.663e+00 4.773e+01
 21 1.867e-02 5.461e-02 1.025e+01 4.663e+00 4.767e+01
 22 1.478e-02 4.102e-02 1.035e+01 4.662e+00 4.764e+01
 23 1.308e-02 3.349e-02 1.041e+01 4.661e+00 4.762e+01
 24 1.066e-02 2.551e-02 1.041e+01 4.659e+00 4.767e+01
 25 8.794e-03 2.049e-02 1.043e+01 4.659e+00 4.781e+01
 26 7.481e-03 1.740e-02 1.041e+01 4.659e+00 4.780e+01
 27 6.513e-03 1.436e-02 1.040e+01 4.659e+00 4.779e+01
 28 5.436e-03 1.185e-02 1.085e+01 4.657e+00 4.778e+01
 29 4.714e-03 1.013e-02 1.082e+01 4.656e+00 4.775e+01
 30 4.047e-03 8.327e-03 1.084e+01 4.655e+00 4.775e+01
 31 3.568e-03 7.336e-03 1.082e+01 4.655e+00 4.774e+01
 32 3.166e-03 6.664e-03 1.085e+01 4.655e+00 4.774e+01
 33 2.633e-03 5.798e-03 1.098e+01 4.644e+00 4.771e+01
 34 2.334e-03 5.262e-03 1.098e+01 4.644e+00 4.770e+01
 35 2.120e-03 4.605e-03 1.101e+01 4.634e+00 4.770e+01
 36 1.836e-03 3.912e-03 1.100e+01 4.633e+00 4.766e+01
 37 1.601e-03 3.485e-03 1.099e+01 4.633e+00 4.764e+01
 38 1.483e-03 3.033e-03 1.111e+01 4.633e+00 4.770e+01
 39 1.303e-03 2.674e-03 1.176e+01 4.632e+00 4.770e+01
 40 1.178e-03 2.366e-03 1.174e+01 4.631e+00 4.770e+01
 41 1.052e-03 2.151e-03 1.175e+01 4.636e+00 4.777e+01
 42 9.673e-04 1.978e-03 1.180e+01 4.633e+00 4.770e+01
 43 8.927e-04 1.759e-03 1.181e+01 4.619e+00 4.775e+01
 44 8.181e-04 1.584e-03 1.182e+01 4.616e+00 4.778e+01
 45 7.861e-04 1.493e-03 1.180e+01 4.607e+00 4.779e+01
 46 7.133e-04 1.380e-03 1.179e+01 4.598e+00 4.776e+01
 47 6.805e-04 1.263e-03 1.181e+01 4.597e+00 4.779e+01
 48 6.399e-04 1.099e-03 1.181e+01 4.595e+00 4.752e+01
 49 5.921e-04 1.009e-03 1.185e+01 4.575e+00 4.752e+01
 50 5.402e-04 9.149e-04 1.188e+01 4.581e+00 4.762e+01
 51 5.324e-04 8.471e-04 1.188e+01 4.577e+00 4.720e+01
 52 5.040e-04 7.804e-04 1.241e+01 4.589e+00 4.719e+01
 53 4.850e-04 7.152e-04 1.243e+01 4.587e+00 4.701e+01
 54 4.530e-04 6.711e-04 1.247e+01 4.589e+00 4.701e+01
 55 4.299e-04 6.257e-04 1.248e+01 4.587e+00 4.711e+01
 56 4.166e-04 5.881e-04 1.249e+01 4.586e+00 4.716e+01
 57 3.910e-04 5.202e-04 1.253e+01 4.581e+00 4.711e+01
 58 3.689e-04 4.778e-04 1.255e+01 4.581e+00 4.708e+01
 59 3.543e-04 4.481e-04 1.255e+01 4.590e+00 4.702e+01
 60 3.398e-04 4.271e-04 1.254e+01 4.595e+00 4.698e+01
 61 3.226e-04 4.114e-04 1.254e+01 4.573e+00 4.701e+01
 62 3.042e-04 3.800e-04 1.253e+01 4.558e+00 4.700e+01
 63 2.877e-04 3.515e-04 1.255e+01 4.571e+00 4.700e+01
 64 2.747e-04 3.271e-04 1.254e+01 4.573e+00 4.709e+01
 65 2.622e-04 2.988e-04 1.254e+01 4.587e+00 4.710e+01
 66 2.508e-04 2.724e-04 1.258e+01 4.563e+00 4.704e+01
 67 2.430e-04 2.570e-04 1.258e+01 4.613e+00 4.685e+01
 68 2.340e-04 2.354e-04 1.256e+01 4.613e+00 4.682e+01
 69 2.269e-04 2.291e-04 1.255e+01 4.615e+00 4.681e+01
 70 2.128e-04 2.168e-04 1.254e+01 4.631e+00 4.669e+01
